"median_house_value","total_bedrooms","total_rooms","bedroom_per_room"
"214300","482","1731","0.28"
"214300","734","2757","0.27"
"214300","204","918","0.22"
"214300","78","362","0.22"
"214300","734","3581","0.20"
"214300","115","596","0.19"
"214400","482","2603","0.19"
"214400","330","2268","0.15"
"214500","501","1813","0.28"
"214500","946","4624","0.20"
"214500","415","2191","0.19"
"214500","312","1716","0.18"
"214500","751","4085","0.18"
"214500","372","2232","0.17"
"214500","507","3362","0.15"
"214600","578","2038","0.28"
"214600","307","1182","0.26"
"214600","645","2830","0.23"
"214600","392","1839","0.21"
"214600","252","1210","0.21"
"214600","573","2831","0.20"
"214600","285","1654","0.17"
"214600","272","1619","0.17"
"214600","37","232","0.16"
"214600","396","2620","0.15"
"214700","344","1273","0.27"
"214700","388","1526","0.25"
"214700","722","3144","0.23"
"214700","383","2077","0.18"
"214700","566","3494","0.16"
"214700","273","1843","0.15"
"214700","281","1815","0.15"
"214800","674","2644","0.25"
"214800","339","1579","0.21"
"214800","587","2905","0.20"
"214800","881","4725","0.19"
"214800","1446","7854","0.18"
"214800","207","1185","0.17"
"214800","932","5929","0.16"
"214900","827","2948","0.28"
"214900","327","2240","0.15"
"215000","487","1578","0.31"
"215000","270","972","0.28"
"215000","1027","3744","0.27"
"215000","822","3014","0.27"
"215000","224","824","0.27"
"215000","660","2635","0.25"
"215000","684","2837","0.24"
"215000","427","1787","0.24"
"215000","522","2493","0.21"
"215000","644","3305","0.19"
"215000","580","3776","0.15"
"215100","196","1365","0.14"
"215200","690","2958","0.23"
"215200","1319","6103","0.22"
"215200","413","2133","0.19"
"215200","281","1558","0.18"
"215200","487","2864","0.17"
"215300","734","2863","0.26"
"215300","489","2080","0.24"
"215300","264","1222","0.22"
"215300","611","3341","0.18"
"215300","428","2744","0.16"
"215400","565","1843","0.31"
"215400","619","2388","0.26"
"215400","268","1204","0.22"
"215400","344","1651","0.21"
"215400","967","4534","0.21"
"215400","1001","5640","0.18"
"215400","245","1396","0.18"
"215400","212","1347","0.16"
"215500","959","3487","0.28"
"215500","783","3260","0.24"
"215500","475","2342","0.20"
"215500","3753","20944","0.18"
"215500","639","3956","0.16"
"215600","1321","5613","0.24"
"215600","252","1050","0.24"
"215600","335","1711","0.20"
"215600","721","3814","0.19"
"215600","274","1446","0.19"
"215600","691","3740","0.18"
"215600","473","2668","0.18"
"215600","441","2600","0.17"
"215600","156","897","0.17"
"215700","773","3371","0.23"
"215700","566","2650","0.21"
"215700","51","238","0.21"
"215700","360","1928","0.19"
"215700","192","1219","0.16"
"215800","632","2681","0.24"
"215800","206","1109","0.19"
"215800","683","3522","0.19"
"215800","221","1242","0.18"
"215800","311","1787","0.17"
"215800","654","3783","0.17"
"215900","199","859","0.23"
"215900","310","1656","0.19"
"215900","902","4698","0.19"
"215900","423","2406","0.18"
"215900","898","5815","0.15"
"216000","438","2082","0.21"
"216000","326","1604","0.20"
"216000","382","2143","0.18"
"216000","279","1591","0.18"
"216000","612","3658","0.17"
"216100","1685","5869","0.29"
"216100","388","1403","0.28"
"216100","421","1607","0.26"
"216100","595","2342","0.25"
"216100","1372","5963","0.23"
"216100","485","2563","0.19"
"216100","1401","7741","0.18"
"216100","515","2990","0.17"
"216200","210","1268","0.17"
"216200","339","1979","0.17"
"216300","898","2962","0.30"
"216300","389","2418","0.16"
"216400","401","1664","0.24"
"216400","294","1476","0.20"
"216400","137","808","0.17"
"216400","280","1755","0.16"
"216500","893","4092","0.22"
"216500","374","2065","0.18"
"216500","224","1264","0.18"
"216500","717","3949","0.18"
"216500","1791","11232","0.16"
"216600","1512","6842","0.22"
"216600","634","3191","0.20"
"216600","386","2053","0.19"
"216600","621","3357","0.18"
"216600","408","2603","0.16"
"216600","548","3974","0.14"
"216700","420","787","0.53"
"216700","1281","3247","0.39"
"216700","1108","3218","0.34"
"216700","377","1189","0.32"
"216700","458","1600","0.29"
"216700","841","3305","0.25"
"216700","126","521","0.24"
"216700","869","3559","0.24"
"216700","623","2741","0.23"
"216700","261","1211","0.22"
"216700","605","2833","0.21"
"216700","469","2210","0.21"
"216700","546","2791","0.20"
"216700","207","1107","0.19"
"216700","283","1593","0.18"
"216700","390","2182","0.18"
"216700","68","407","0.17"
"216700","29","202","0.14"
"216800","588","3215","0.18"
"216800","943","5533","0.17"
"216800","449","2649","0.17"
"216800","1279","7518","0.17"
"216800","851","5490","0.16"
"216800","477","3087","0.15"
"216900","1031","4126","0.25"
"216900","649","2696","0.24"
"216900","489","2092","0.23"
"216900","656","3004","0.22"
"216900","276","1442","0.19"
"216900","292","1688","0.17"
"217000","347","1505","0.23"
"217000","537","2334","0.23"
"217000","378","1941","0.19"
"217000","428","2277","0.19"
"217000","711","3666","0.19"
"217000","2924","15207","0.19"
"217000","338","1870","0.18"
"217100","637","2265","0.28"
"217100","453","1882","0.24"
"217100","827","3412","0.24"
"217100","452","2325","0.19"
"217100","293","1547","0.19"
"217100","254","1394","0.18"
"217100","387","2127","0.18"
"217100","631","3821","0.17"
"217100","537","3296","0.16"
"217100","563","3421","0.16"
"217100","701","5305","0.13"
"217200","654","2734","0.24"
"217200","489","2125","0.23"
"217200","428","2839","0.15"
"217300","880","2843","0.31"
"217300","554","1834","0.30"
"217300","972","4864","0.20"
"217300","363","2019","0.18"
"217300","532","3087","0.17"
"217300","259","1491","0.17"
"217300","1643","12259","0.13"
"217400","346","1829","0.19"
"217400","188","1074","0.18"
"217400","845","4863","0.17"
"217400","175","1098","0.16"
"217500","773","2340","0.33"
"217500","306","1167","0.26"
"217500","263","1053","0.25"
"217500","202","995","0.20"
"217500","525","3000","0.18"
"217500","370","2104","0.18"
"217500","296","1771","0.17"
"217500","549","3425","0.16"
"217600","892","3616","0.25"
"217600","540","2887","0.19"
"217600","669","3769","0.18"
"217600","302","1663","0.18"
"217700","696","2642","0.26"
"217700","496","1979","0.25"
"217700","760","3615","0.21"
"217700","344","1617","0.21"
"217700","644","3342","0.19"
"217700","295","1594","0.19"
"217700","864","4461","0.19"
"217700","371","2229","0.17"
"217800","786","2999","0.26"
"217800","583","2230","0.26"
"217800","429","1852","0.23"
"217800","389","2421","0.16"
"217800","195","1285","0.15"
"217900","321","885","0.36"
"217900","618","2059","0.30"
"217900","977","3420","0.29"
"217900","496","2101","0.24"
"217900","1590","8482","0.19"
"218000","701","2381","0.29"
"218000","558","2617","0.21"
"218000","710","3516","0.20"
"218000","267","1493","0.18"
"218000","717","3903","0.18"
"218000","853","5018","0.17"
"218000","514","3418","0.15"
"218100","1111","3208","0.35"
"218100","565","2132","0.27"
"218100","1067","4071","0.26"
"218100","335","1326","0.25"
"218100","348","1432","0.24"
"218100","426","1815","0.23"
"218100","881","4026","0.22"
"218100","220","1290","0.17"
"218100","287","1726","0.17"
"218100","160","969","0.17"
"218100","236","1454","0.16"
"218100","536","3670","0.15"
"218200","846","1951","0.43"
"218200","583","2355","0.25"
"218200","338","1391","0.24"
"218200","853","3731","0.23"
"218200","1538","7023","0.22"
"218200","698","3171","0.22"
"218200","926","4357","0.21"
"218200","601","2920","0.21"
"218200","345","1756","0.20"
"218200","340","1742","0.20"
"218200","409","2386","0.17"
"218200","585","3855","0.15"
"218300","931","3188","0.29"
"218300","236","1003","0.24"
"218300","729","3264","0.22"
"218300","440","1975","0.22"
"218300","585","2980","0.20"
"218300","181","938","0.19"
"218300","316","1684","0.19"
"218300","234","1276","0.18"
"218300","297","1756","0.17"
"218300","408","2584","0.16"
"218300","580","3600","0.16"
"218300","521","3250","0.16"
"218400","2276","7961","0.29"
"218400","911","3583","0.25"
"218400","510","2087","0.24"
"218400","394","1723","0.23"
"218400","218","1083","0.20"
"218400","424","2159","0.20"
"218400","1372","6893","0.20"
"218400","344","1898","0.18"
"218500","1750","5022","0.35"
"218500","1098","3809","0.29"
"218500","495","2068","0.24"
"218500","922","4458","0.21"
"218500","1769","9503","0.19"
"218500","247","1454","0.17"
"218500","612","3765","0.16"
"218600","438","1751","0.25"
"218600","538","2315","0.23"
"218600","689","3025","0.23"
"218600","479","3455","0.14"
"218700","604","2923","0.21"
"218700","574","3030","0.19"
"218700","418","2169","0.19"
"218800","1215","3058","0.40"
"218800","819","2173","0.38"
"218800","1029","2741","0.38"
"218800","74","196","0.38"
"218800","643","2151","0.30"
"218800","423","1458","0.29"
"218800","1127","4164","0.27"
"218800","240","922","0.26"
"218800","835","3232","0.26"
"218800","1220","4609","0.26"
"218800","487","1967","0.25"
"218800","790","3208","0.25"
"218800","308","1294","0.24"
"218800","185","813","0.23"
"218800","901","4383","0.21"
"218800","475","2215","0.21"
"218800","372","1769","0.21"
"218800","246","1401","0.18"
"218800","432","2444","0.18"
"218800","137","834","0.16"
"218900","292","1319","0.22"
"218900","351","2062","0.17"
"218900","243","1427","0.17"
"218900","263","1523","0.17"
"218900","132","786","0.17"
"218900","310","2000","0.16"
"219000","781","2562","0.30"
"219000","834","3252","0.26"
"219000","457","1745","0.26"
"219000","306","1487","0.21"
"219000","209","1063","0.20"
"219000","280","1504","0.19"
"219000","817","4678","0.17"
"219000","407","2532","0.16"
"219000","223","1394","0.16"
"219100","577","2731","0.21"
"219100","413","1948","0.21"
"219200","1197","3828","0.31"
"219200","98","413","0.24"
"219200","539","2594","0.21"
"219200","613","3337","0.18"
"219200","328","1853","0.18"
"219200","155","1070","0.14"
"219300","229","1032","0.22"
"219300","411","2236","0.18"
"219300","235","1406","0.17"
"219300","339","2054","0.17"
"219400","917","2910","0.32"
"219400","601","2362","0.25"
"219400","1857","8800","0.21"
"219400","306","1465","0.21"
"219400","78","378","0.21"
"219400","864","4388","0.20"
"219400","294","1504","0.20"
"219400","283","1620","0.17"
"219500","994","3196","0.31"
"219500","351","1642","0.21"
"219500","315","1661","0.19"
"219500","163","887","0.18"
"219500","701","4021","0.17"
"219500","367","2220","0.17"
"219500","716","4638","0.15"
"219600","268","1086","0.25"
"219600","270","1557","0.17"
"219600","1269","9286","0.14"
"219700","354","1641","0.22"
"219700","398","2071","0.19"
"219700","421","2572","0.16"
"219700","278","2125","0.13"
"219800","399","1886","0.21"
"219800","917","5002","0.18"
"219900","252","1029","0.24"
"219900","736","3175","0.23"
"219900","545","2546","0.21"
"219900","1042","5591","0.19"
"219900","610","3258","0.19"
"219900","453","2584","0.18"
"220000","521","1443","0.36"
"220000","843","2380","0.35"
"220000","687","2004","0.34"
"220000","697","2143","0.33"
"220000","393","1391","0.28"
"220000","603","2512","0.24"
"220000","775","3866","0.20"
"220000","263","1316","0.20"
"220000","462","2706","0.17"
"220000","285","1653","0.17"
"220000","191","1267","0.15"
"220100","513","2070","0.25"
"220100","425","2141","0.20"
"220100","236","1250","0.19"
"220100","416","2253","0.18"
"220100","969","5509","0.18"
"220100","436","2399","0.18"
"220100","422","2509","0.17"
"220100","144","859","0.17"
"220100","414","2541","0.16"
"220200","806","3018","0.27"
"220200","964","4981","0.19"
"220200","267","1558","0.17"
"220200","190","1290","0.15"
"220300","287","1127","0.25"
"220300","1606","8072","0.20"
"220300","272","1588","0.17"
"220300","577","3784","0.15"
"220400","145","695","0.21"
"220500","793","3287","0.24"
"220500","404","1745","0.23"
"220500","428","1880","0.23"
"220500","312","1444","0.22"
"220500","888","4071","0.22"
"220500","463","2547","0.18"
"220500","412","2483","0.17"
"220500","513","3859","0.13"
"220600","475","1856","0.26"
"220600","313","1274","0.25"
"220600","508","2278","0.22"
"220600","252","1300","0.19"
"220600","274","1565","0.18"
"220600","691","4145","0.17"
"220600","185","1150","0.16"
"220700","383","1626","0.24"
"220700","696","3022","0.23"
"220700","513","2385","0.22"
"220700","184","950","0.19"
"220700","225","1252","0.18"
"220700","383","2342","0.16"
"220700","396","2786","0.14"
"220700","327","2465","0.13"
"220800","884","3182","0.28"
"220800","481","1710","0.28"
"220800","1375","5133","0.27"
"220800","363","1468","0.25"
"220800","276","1260","0.22"
"220800","436","2485","0.18"
"220800","3217","17978","0.18"
"220800","272","1562","0.17"
"220800","148","982","0.15"
"220900","577","2800","0.21"
"220900","657","3716","0.18"
"220900","252","1389","0.18"
"220900","529","2870","0.18"
"220900","499","2899","0.17"
"220900","303","1784","0.17"
"221000","496","2077","0.24"
"221000","310","1486","0.21"
"221000","362","1770","0.20"
"221000","840","4261","0.20"
"221000","522","2837","0.18"
"221000","758","4713","0.16"
"221000","637","4056","0.16"
"221000","1946","12480","0.16"
"221100","1594","5699","0.28"
"221100","631","2364","0.27"
"221100","711","2863","0.25"
"221100","491","2094","0.23"
"221100","415","1911","0.22"
"221100","409","2182","0.19"
"221100","331","1824","0.18"
"221200","1477","5756","0.26"
"221200","898","3803","0.24"
"221200","159","679","0.23"
"221200","512","2625","0.20"
"221200","345","1773","0.19"
"221200","493","2751","0.18"
"221200","547","2964","0.18"
"221200","557","3638","0.15"
"221300","283","1248","0.23"
"221300","733","3852","0.19"
"221300","314","1712","0.18"
"221300","637","3816","0.17"
"221300","252","1508","0.17"
"221300","228","1323","0.17"
"221300","122","774","0.16"
"221400","473","1431","0.33"
"221400","1278","5919","0.22"
"221400","571","2722","0.21"
"221400","955","6538","0.15"
"221500","908","3148","0.29"
"221500","716","3298","0.22"
"221500","339","1690","0.20"
"221500","737","3912","0.19"
"221600","431","2253","0.19"
"221600","390","2235","0.17"
"221600","976","6483","0.15"
"221600","444","3170","0.14"
"221700","924","4571","0.20"
"221700","487","2750","0.18"
"221700","632","3511","0.18"
"221700","303","1763","0.17"
"221800","410","1611","0.25"
"221800","231","1248","0.19"
"221800","432","2406","0.18"
"221800","403","2398","0.17"
"221900","690","1655","0.42"
"221900","1131","3487","0.32"
"221900","272","1378","0.20"
"221900","648","3275","0.20"
"221900","390","1999","0.20"
"221900","849","4650","0.18"
"221900","167","1003","0.17"
"222000","463","2115","0.22"
"222000","551","2578","0.21"
"222000","162","916","0.18"
"222000","340","2247","0.15"
"222100","1488","4877","0.31"
"222100","569","2101","0.27"
"222100","401","1764","0.23"
"222100","967","4644","0.21"
"222100","1073","5476","0.20"
"222100","523","2794","0.19"
"222100","561","3118","0.18"
"222100","251","1490","0.17"
"222100","310","1950","0.16"
"222100","293","1929","0.15"
"222200","962","2500","0.38"
"222200","420","1391","0.30"
"222200","1051","5180","0.20"
"222200","939","5405","0.17"
"222300","633","2641","0.24"
"222300","721","3157","0.23"
"222400","1169","4041","0.29"
"222400","372","1696","0.22"
"222400","374","2260","0.17"
"222400","450","2666","0.17"
"222400","673","4337","0.16"
"222400","488","3154","0.15"
"222400","2145","14348","0.15"
"222500","1085","4075","0.27"
"222500","572","2622","0.22"
"222500","439","2048","0.21"
"222500","771","3787","0.20"
"222500","250","1408","0.18"
"222500","544","3071","0.18"
"222500","170","978","0.17"
"222500","283","1819","0.16"
"222500","325","2097","0.15"
"222500","1747","12360","0.14"
"222600","483","2166","0.22"
"222600","136","695","0.20"
"222600","306","1494","0.20"
"222600","480","2786","0.17"
"222600","353","2087","0.17"
"222700","1116","3801","0.29"
"222700","472","1862","0.25"
"222700","703","3179","0.22"
"222700","791","3690","0.21"
"222700","1152","5805","0.20"
"222700","119","589","0.20"
"222800","1071","4286","0.25"
"222800","1578","6854","0.23"
"222800","905","4398","0.21"
"222800","331","1734","0.19"
"222800","394","2085","0.19"
"222800","583","3117","0.19"
"222800","474","2610","0.18"
"222800","496","2919","0.17"
"222800","163","1114","0.15"
"222900","481","1785","0.27"
"222900","853","3248","0.26"
"222900","817","3688","0.22"
"222900","373","2039","0.18"
"222900","264","1549","0.17"
"223000","662","2517","0.26"
"223000","325","1509","0.22"
