"median_income","population","household","total_rooms","people_per_household","people_per_room"
"34792","291","115","4195","2.530","0.069"
"34792","584","223","1504","2.619","0.388"
"34792","1490","355","1645","4.197","0.906"
"34784","3537","807","3640","4.383","0.972"
"34784","997","335","1750","2.976","0.570"
"34784","1322","623","3099","2.122","0.427"
"34777","1546","469","2038","3.296","0.759"
"34777","1537","481","2344","3.195","0.656"
"34773","1360","401","2195","3.392","0.620"
"34773","1697","465","2289","3.649","0.741"
"34773","818","307","1674","2.664","0.489"
"34773","1595","706","3256","2.259","0.490"
"34769","1170","384","1947","3.047","0.601"
"34764","1981","840","3958","2.358","0.501"
"34762","979","472","2504","2.074","0.391"
"34762","1279","522","2419","2.450","0.529"
"34750","1374","566","2811","2.428","0.489"
"34750","1975","579","3213","3.411","0.615"
"34750","2038","732","4411","2.784","0.462"
"34750","1333","402","2205","3.316","0.605"
"34750","43","17","108","2.529","0.398"
"34741","1434","557","3053","2.575","0.470"
"34740","1551","522","2741","2.971","0.566"
"34732","870","377","2248","2.308","0.387"
"34722","766","271","1340","2.827","0.572"
"34722","1290","368","1685","3.505","0.766"
"34722","2108","498","2547","4.233","0.828"
"34722","675","422","1613","1.600","0.418"
"34722","1614","568","3018","2.842","0.535"
"34712","3887","1322","5923","2.940","0.656"
"34712","1226","278","1334","4.410","0.919"
"34706","1012","315","1750","3.213","0.578"
"34706","686","537","1889","1.277","0.363"
"34706","1822","536","2827","3.399","0.644"
"34705","1706","723","3521","2.360","0.485"
"34703","2316","647","3655","3.580","0.634"
"34702","2400","750","3445","3.200","0.697"
"34701","2272","840","4131","2.705","0.550"
"34698","717","268","1969","2.675","0.364"
"34698","956","287","1547","3.331","0.618"
"34698","598","280","1495","2.136","0.400"
"34695","2005","666","4264","3.011","0.470"
"34688","968","240","1337","4.033","0.724"
"34688","884","323","1877","2.737","0.471"
"34679","2192","996","3833","2.201","0.572"
"34676","3188","1308","5661","2.437","0.563"
"34671","582","222","849","2.622","0.686"
"34667","1279","477","2793","2.681","0.458"
"34659","1198","499","2567","2.401","0.467"
"34643","768","309","1472","2.485","0.522"
"34643","870","320","1686","2.719","0.516"
"34643","366","134","666","2.731","0.550"
"34643","1616","666","2958","2.426","0.546"
"34643","244","98","409","2.490","0.597"
"34643","747","231","1468","3.234","0.509"
"34643","969","359","1821","2.699","0.532"
"34634","939","358","1971","2.623","0.476"
"34632","1266","475","2607","2.665","0.486"
"34630","1307","451","2870","2.898","0.455"
"34625","1127","321","1590","3.511","0.709"
"34625","1746","544","3113","3.210","0.561"
"34620","4827","1722","9374","2.803","0.515"
"34612","379","183","917","2.071","0.413"
"34612","718","248","1191","2.895","0.603"
"34609","815","337","1615","2.418","0.505"
"34609","946","411","3545","2.302","0.267"
"34609","1375","405","2120","3.395","0.649"
"34609","1091","317","1429","3.442","0.763"
"34609","3712","754","3623","4.923","1.025"
"34605","1364","544","2632","2.507","0.518"
"34605","1173","385","1557","3.047","0.753"
"34605","791","335","1533","2.361","0.516"
"34600","841","330","1471","2.548","0.572"
"34600","1733","510","3511","3.398","0.494"
"34598","2374","673","3761","3.527","0.631"
"34596","2210","647","3342","3.416","0.661"
"34583","1212","645","2956","1.879","0.410"
"34583","1031","267","1469","3.861","0.702"
"34583","1147","420","2189","2.731","0.524"
"34583","733","229","1468","3.201","0.499"
"34583","1333","544","3046","2.450","0.438"
"34583","973","366","1651","2.658","0.589"
"34583","852","306","1353","2.784","0.630"
"34583","627","192","822","3.266","0.763"
"34583","1336","419","1819","3.189","0.734"
"34583","507","169","880","3.000","0.576"
"34583","1617","507","2265","3.189","0.714"
"34561","785","512","2791","1.533","0.281"
"34559","1353","512","3013","2.643","0.449"
"34559","956","219","1245","4.365","0.768"
"34559","1847","830","3856","2.225","0.479"
"34559","775","276","1697","2.808","0.457"
"34551","1277","433","2355","2.949","0.542"
"34550","1275","530","3118","2.406","0.409"
"34550","1162","407","1797","2.855","0.647"
"34550","1026","357","2303","2.874","0.446"
"34545","648","268","1311","2.418","0.494"
"34545","1760","654","3459","2.691","0.509"
"34543","2293","960","4609","2.389","0.498"
"34542","2010","982","5377","2.047","0.374"
"34539","1251","262","1195","4.775","1.047"
"34539","708","253","1705","2.798","0.415"
"34531","2511","1359","5465","1.848","0.459"
"34531","1271","485","2476","2.621","0.513"
"34531","825","264","1527","3.125","0.540"
"34531","498","217","1254","2.295","0.397"
"34531","1186","532","2236","2.229","0.530"
"34531","2563","747","3723","3.431","0.688"
"34527","1010","429","2020","2.354","0.500"
"34519","1188","445","2740","2.670","0.434"
"34519","1086","218","973","4.982","1.116"
"34514","268","90","640","2.978","0.419"
"34514","1023","241","921","4.245","1.111"
"34509","2409","569","2298","4.234","1.048"
"34509","1342","593","3342","2.263","0.402"
"34506","2954","1169","6262","2.527","0.472"
"34505","1834","824","3734","2.226","0.491"
"34500","910","345","1923","2.638","0.473"
"34500","851","273","1582","3.117","0.538"
"34492","1259","481","2347","2.617","0.536"
"34492","804","344","1991","2.337","0.404"
"34491","1544","575","3153","2.685","0.490"
"34490","2104","657","2447","3.202","0.860"
"34490","2373","858","4420","2.766","0.537"
"34485","1233","547","2674","2.254","0.461"
"34485","686","183","929","3.749","0.738"
"34482","1340","511","2259","2.622","0.593"
"34474","1459","595","2647","2.452","0.551"
"34472","2337","781","3490","2.992","0.670"
"34471","716","288","1534","2.486","0.467"
"34471","980","417","2335","2.350","0.420"
"34464","2052","447","2242","4.591","0.915"
"34464","915","282","1401","3.245","0.653"
"34464","1275","411","2614","3.102","0.488"
"34459","871","307","1839","2.837","0.474"
"34456","1633","580","2697","2.816","0.605"
"34455","1395","582","3208","2.397","0.435"
"34455","1176","483","2142","2.435","0.549"
"34453","1100","375","1813","2.933","0.607"
"34450","3012","1033","4942","2.916","0.609"
"34449","1573","621","3202","2.533","0.491"
"34444","783","223","1124","3.511","0.697"
"34432","1537","495","2650","3.105","0.580"
"34432","472","284","1495","1.662","0.316"
"34430","5325","1707","8076","3.120","0.659"
"34427","610","243","1170","2.510","0.521"
"34427","2477","573","2686","4.323","0.922"
"34426","3006","915","4956","3.285","0.607"
"34426","1200","370","2144","3.243","0.560"
"34423","655","284","670","2.306","0.978"
"34421","1886","799","3776","2.360","0.499"
"34419","3823","1415","7626","2.702","0.501"
"34417","1330","424","1309","3.137","1.016"
"34412","2156","1113","4645","1.937","0.464"
"34408","1126","439","2137","2.565","0.527"
"34408","937","353","1878","2.654","0.499"
"34402","1780","419","1929","4.248","0.923"
"34402","1095","482","3144","2.272","0.348"
"34398","911","293","1613","3.109","0.565"
"34394","2548","1265","12396","2.014","0.206"
"34375","695","279","1197","2.491","0.581"
"34375","1334","318","1545","4.195","0.863"
"34375","412","180","748","2.289","0.551"
"34375","739","276","1461","2.678","0.506"
"34375","461","142","852","3.246","0.541"
"34375","1042","375","1577","2.779","0.661"
"34375","541","138","683","3.920","0.792"
"34375","99","40","125","2.475","0.792"
"34375","3320","1100","4302","3.018","0.772"
"34375","1200","451","1824","2.661","0.658"
"34375","2689","913","4383","2.945","0.614"
"34375","1262","511","2253","2.470","0.560"
"34375","1294","769","3020","1.683","0.428"
"34360","2920","832","4590","3.510","0.636"
"34359","1194","312","1718","3.827","0.695"
"34345","2354","666","2988","3.535","0.788"
"34340","6990","2533","13559","2.760","0.516"
"34338","1040","299","1411","3.478","0.737"
"34338","1644","570","2969","2.884","0.554"
"34333","1453","896","3085","1.622","0.471"
"34331","1847","747","3851","2.473","0.480"
"34327","1548","347","1507","4.461","1.027"
"34327","687","264","1324","2.602","0.519"
"34327","313","142","728","2.204","0.430"
"34327","1108","360","2118","3.078","0.523"
"34323","1108","236","928","4.695","1.194"
"34318","1164","492","2558","2.366","0.455"
"34312","1177","439","2792","2.681","0.422"
"34312","1348","397","2060","3.395","0.654"
"34306","780","297","1715","2.626","0.455"
"34306","1218","402","2307","3.030","0.528"
"34306","765","265","1295","2.887","0.591"
"34306","964","526","2539","1.833","0.380"
"34306","933","267","1326","3.494","0.704"
"34306","1031","351","2015","2.937","0.512"
"34300","796","333","1811","2.390","0.440"
"34299","2032","830","4175","2.448","0.487"
"34297","1005","298","1436","3.372","0.700"
"34297","620","199","1233","3.116","0.503"
"34291","1982","914","4391","2.168","0.451"
"34286","468","255","1084","1.835","0.432"
"34286","752","231","1307","3.255","0.575"
"34286","1676","654","2705","2.563","0.620"
"34286","1199","402","1747","2.983","0.686"
"34286","1375","486","2861","2.829","0.481"
"34286","892","426","1824","2.094","0.489"
"34280","2183","643","3583","3.395","0.609"
"34279","661","275","1565","2.404","0.422"
"34269","1745","789","2664","2.212","0.655"
"34267","2163","676","3467","3.200","0.624"
"34265","505","141","683","3.582","0.739"
"34265","944","435","2046","2.170","0.461"
"34265","890","375","2341","2.373","0.380"
"34261","945","318","1641","2.972","0.576"
"34250","740","248","1047","2.984","0.707"
"34250","1347","330","1789","4.082","0.753"
"34250","3242","599","2415","5.412","1.342"
"34250","2274","723","2657","3.145","0.856"
"34250","1575","278","1346","5.665","1.170"
"34250","719","233","1116","3.086","0.644"
"34239","2274","858","3877","2.650","0.587"
"34238","1880","849","3534","2.214","0.532"
"34237","5145","1661","9911","3.098","0.519"
"34236","2030","892","4140","2.276","0.490"
"34234","867","336","1846","2.580","0.470"
"34233","1674","792","3377","2.114","0.496"
"34231","961","287","1562","3.348","0.615"
"34231","1703","507","2604","3.359","0.654"
"34231","732","350","1649","2.091","0.444"
"34228","2534","1046","4672","2.423","0.542"
"34227","1155","437","1638","2.643","0.705"
"34222","2010","641","3252","3.136","0.618"
"34219","2151","537","2469","4.006","0.871"
"34219","872","333","1741","2.619","0.501"
"34219","982","432","2426","2.273","0.405"
"34213","3406","1115","6102","3.055","0.558"
"34211","1356","324","1582","4.185","0.857"
"34211","1230","543","2506","2.265","0.491"
"34208","1300","538","2114","2.416","0.615"
"34208","850","490","2050","1.735","0.415"
"34205","1085","407","1985","2.666","0.547"
"34205","1052","325","1864","3.237","0.564"
"34202","942","245","1197","3.845","0.787"
"34198","2764","1482","5110","1.865","0.541"
"34196","824","470","2361","1.753","0.349"
"34193","1970","499","2264","3.948","0.870"
"34191","1107","98","444","11.296","2.493"
"34187","194","52","272","3.731","0.713"
"34187","782","331","1474","2.363","0.531"
"34187","889","414","4162","2.147","0.214"
"34186","2561","812","4598","3.154","0.557"
"34184","3690","1350","6374","2.733","0.579"
"34183","855","315","2251","2.714","0.380"
"34167","383","129","906","2.969","0.423"
"34167","1852","802","4358","2.309","0.425"
"34167","725","219","1138","3.311","0.637"
"34167","687","234","1186","2.936","0.579"
"34167","984","384","1760","2.563","0.559"
"34167","349","168","877","2.077","0.398"
"34167","158","39","324","4.051","0.488"
"34152","1475","567","2660","2.601","0.555"
"34151","1750","769","3976","2.276","0.440"
"34150","2165","521","2411","4.155","0.898"
"34150","2352","1326","5474","1.774","0.430"
"34148","859","386","1399","2.225","0.614"
"34145","3431","1329","7922","2.582","0.433"
"34141","463","185","930","2.503","0.498"
"34138","1509","665","3998","2.269","0.377"
"34133","3285","1495","6058","2.197","0.542"
"34130","2089","399","1429","5.236","1.462"
"34125","771","364","1634","2.118","0.472"
"34125","555","197","1043","2.817","0.532"
"34125","1120","264","947","4.242","1.183"
"34118","3062","1096","5478","2.794","0.559"
"34115","1755","403","2093","4.355","0.839"
"34115","1202","734","3970","1.638","0.303"
"34107","822","64","330","12.844","2.491"
"34107","940","483","1898","1.946","0.495"
"34107","378","148","630","2.554","0.600"
"34107","164","65","378","2.523","0.434"
"34107","1158","353","1777","3.280","0.652"
"34107","620","174","1036","3.563","0.598"
"34107","840","211","1285","3.981","0.654"
"34103","905","281","1757","3.221","0.515"
"34091","2676","1128","4407","2.372","0.607"
"34091","873","415","2053","2.104","0.425"
"34087","672","234","1095","2.872","0.614"
"34083","1042","287","1357","3.631","0.768"
"34083","832","291","1581","2.859","0.526"
"34079","1452","628","3469","2.312","0.419"
"34074","1508","478","2849","3.155","0.529"
"34073","1430","476","2524","3.004","0.567"
"34071","1082","637","2155","1.699","0.502"
"34070","2319","647","2848","3.584","0.814"
"34063","1665","553","2614","3.011","0.637"
"34063","1309","250","939","5.236","1.394"
"34063","1483","421","1919","3.523","0.773"
"34063","812","258","1416","3.147","0.573"
"34063","1009","417","1912","2.420","0.528"
"34060","4870","1797","9027","2.710","0.539"
"34058","3397","1845","6152","1.841","0.552"
"34051","4715","1165","6927","4.047","0.681"
"34048","628","384","2722","1.635","0.231"
"34047","1861","950","4257","1.959","0.437"
"34044","945","292","1802","3.236","0.524"
"34044","1060","376","1915","2.819","0.554"
"34042","1496","581","2771","2.575","0.540"
"34038","684","194","1141","3.526","0.599"
"34038","2216","630","3579","3.517","0.619"
"34032","2259","670","2779","3.372","0.813"
"34032","691","324","1352","2.133","0.511"
"34031","2175","924","4885","2.354","0.445"
"34028","724","235","919","3.081","0.788"
"34028","1362","725","2687","1.879","0.507"
"34028","1202","448","1378","2.683","0.872"
"34028","1529","571","3391","2.678","0.451"
"34028","894","332","1864","2.693","0.480"
"34028","754","226","1321","3.336","0.571"
"34028","1726","466","2064","3.704","0.836"
"34020","1852","778","4030","2.380","0.460"
"34020","1902","700","3462","2.717","0.549"
"34018","725","296","1518","2.449","0.478"
"34018","1403","562","2596","2.496","0.540"
"34016","770","380","1359","2.026","0.567"
"34015","945","362","1739","2.610","0.543"
"34013","982","380","1753","2.584","0.560"
"34013","720","231","1225","3.117","0.588"
"34013","1891","871","3588","2.171","0.527"
"34009","1292","391","2430","3.304","0.532"
"34006","1127","499","2362","2.259","0.477"
"34005","1544","441","2249","3.501","0.687"
"34000","592","224","1215","2.643","0.487"
"34000","878","325","1366","2.702","0.643"
"34000","1022","186","777","5.495","1.315"
"34000","1181","327","1595","3.612","0.740"
"34000","2099","647","3267","3.244","0.642"
"34000","832","340","1594","2.447","0.522"
"33995","1341","559","2148","2.399","0.624"
"33990","807","296","1473","2.726","0.548"
"33989","1739","1191","4625","1.460","0.376"
"33988","1345","326","1486","4.126","0.905"
"33988","2446","787","3697","3.108","0.662"
"33987","1431","575","3278","2.489","0.437"
"33984","829","368","2112","2.253","0.393"
"33981","1182","501","2936","2.359","0.403"
"33977","944","300","1633","3.147","0.578"
"33977","1069","284","1327","3.764","0.806"
"33977","819","273","1409","3.000","0.581"
"33971","697","241","1127","2.892","0.618"
"33967","603","352","2174","1.713","0.277"
"33966","1829","642","3172","2.849","0.577"
"33966","1785","456","2451","3.914","0.728"
"33958","1780","662","3522","2.689","0.505"
"33958","711","304","1601","2.339","0.444"
"33958","1284","428","2576","3.000","0.498"
"33958","1125","366","2121","3.074","0.530"
